Instance;;ILS – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BRKGA – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO – Chagas and Wagner (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_bsc_05_03.thop;;122195;112220;125972;123962;129058;122432;124655;122606;111950;119107;133481;130880;109192;124915;128190;119276;111558;112043;132498;127685;131623;126559;131341;125647;132378;128142;115833;128445;126994;128094;;167476;166162;160502;156713;161037;164851;164315;166711;160401;160302;168974;166334;163791;170382;166435;158947;168236;153542;161720;163744;156454;163433;151828;164284;161205;161967;168801;161492;159523;166635;;174990;174514;174884;174496;174624;174807;174500;174750;174553;174864;174612;174668;174534;174402;174835;174699;174657;174568;174712;174601;174699;174892;174611;174806;174915;174510;174668;174699;174781;174457;;180794;181392;181046;180816;180872;180888;180972;180714;180965;181179;181114;180992;180999;180988;180824;180999;180879;181138;181080;180920;181005;180990;181200;180855;181008;181021;181132;181133;180939;180902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_bsc_10_01.thop;;102543;90916;105904;94684;95376;115621;113853;91451;102608;102952;94388;106278;116620;98912;109543;116116;113186;96087;114200;103590;118130;108181;112680;103570;97817;112189;109655;102415;104392;103995;;152384;152302;147142;148632;159756;150031;149283;145398;144724;151263;142600;162352;150351;151744;157140;145437;154717;155789;147875;146793;141521;145170;156154;149746;151784;149791;148275;152903;146701;149334;;204299;209333;207236;209257;204299;206729;210887;208284;209952;207794;204714;204929;210097;207417;204299;209952;204299;207417;209530;210238;207664;204299;207417;204299;205748;204299;207417;208835;209952;209174;;218233;217978;217978;216759;214992;216353;215226;218099;217200;216579;214921;217978;217978;217069;217978;218258;217978;217847;218233;218191;216335;217386;216056;216653;216759;218258;217978;215988;217978;217847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_bsc_10_02.thop;;146804;116482;129080;113985;121098;146589;126265;116322;131472;119514;133381;133985;119489;131480;128639;125775;134704;130081;138668;133832;121144;131911;136492;145536;116948;142889;147862;121725;135933;130488;;170046;168691;176798;172962;165976;177195;164756;174713;177060;172909;178654;173439;171632;168925;177465;172473;168399;162262;167577;168881;176490;168219;170684;176549;175981;166772;166823;174325;179231;181635;;252238;243071;255236;247921;249993;249437;244555;244799;251326;245204;247561;249713;247200;246600;245642;248843;251956;248032;248032;243534;252195;244246;253755;247810;249965;249286;248416;252935;249434;249224;;264322;265992;261378;262713;267339;265995;264565;261378;266337;263932;264128;265667;270761;264243;265762;263542;265437;261378;266633;266110;265804;263389;265182;267292;266474;265525;262192;266745;263136;262948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_bsc_10_03.thop;;134453;137100;143099;141547;149159;159983;142786;139447;142108;133235;151823;147851;147432;143265;150107;138989;148983;155036;143857;163592;143655;150987;150106;149909;143603;146832;150857;134653;157184;152946;;161632;170402;186809;180704;186036;185775;172759;174549;175380;184553;186347;172678;191632;184031;170126;171257;179824;172876;173574;175795;176064;181784;187109;191015;180764;181476;181592;191723;165259;179837;;293243;293968;291034;291551;293076;292891;292265;297028;292361;294319;290895;293617;293536;294994;295024;294361;294905;294974;292222;294733;294733;293848;296456;294748;295478;293406;293209;291874;292066;293609;;313800;315483;313928;312777;316020;315254;316089;315581;315833;313565;312420;314451;312981;314451;315545;315071;314672;315587;313835;313300;312574;314594;314999;315726;315605;315605;314451;315729;314810;313837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_01_01.thop;;21828;24676;25097;22192;25693;23449;23837;23398;29256;24050;23913;22213;23316;23518;25087;25841;22984;23676;25572;25135;23905;20775;26736;20833;19874;24453;22705;24767;24646;25401;;28512;28170;28502;28064;28425;28847;29549;28283;28706;29340;28985;28655;29848;28195;30152;28338;28806;29096;29533;27348;26946;29429;29613;28289;26959;28419;30005;27994;29105;28698;;30019;30019;28968;29721;29520;30143;30309;29337;30027;30442;30267;29903;29826;30394;29925;29605;29779;29974;29769;29559;30069;29463;29475;30030;29737;29521;30248;30206;29203;29532;;32028;32028;32028;32028;32028;32028;32028;32028;32028;32028;32028;32028;32028;32053;32053;32028;32028;32053;32028;32053;32028;32028;32053;32028;32028;32028;32028;32028;32028;32028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_01_02.thop;;30582;28187;27152;28177;23971;26408;30601;31026;32223;27609;25437;29332;28577;31241;27674;28962;28879;29709;24968;29305;26079;28374;30464;26594;26322;29700;28865;28608;27323;27019;;33841;34696;33789;36222;33005;31584;32608;34110;32613;32675;32567;34575;35115;34198;31848;34245;34608;33642;33618;35706;30907;31426;33981;32143;32762;34284;34817;35155;35047;36357;;41894;42540;42072;42053;42038;41791;41493;41746;41888;41730;42368;41769;41578;42220;41777;42275;41874;41454;41874;41734;41295;41807;42478;41491;41969;42275;41999;41614;41620;42028;;42503;42651;42650;42503;42503;42651;42651;42734;42503;42609;42677;42777;42869;42651;42482;42689;42777;42651;42582;42659;42651;42651;42651;42651;42651;42892;42651;42503;42651;42503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_01_03.thop;;33376;28411;29447;27037;33420;29387;29619;28865;29742;29482;28869;31402;27856;35521;32839;29016;24331;31509;29356;29399;27284;28657;30590;27850;27683;26615;31811;31391;29533;31895;;37395;39281;38889;38695;36175;34540;38624;36620;39184;37030;38184;37581;40386;36434;39979;38610;37997;37768;36978;39868;40061;36663;38367;39201;39041;39323;40895;38487;39952;38511;;48340;48238;48150;47524;48169;48098;48343;47800;47857;47914;48006;47745;48082;48056;47483;48259;47986;48245;47973;48256;48084;47870;48048;48176;48524;47050;48063;48271;48150;47696;;48729;48863;48954;48854;49116;48797;48918;48785;48956;48914;48931;49009;48956;48939;48705;48734;48863;48896;48914;48860;48705;48863;49131;48797;48769;48797;49014;48779;48863;48896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_05_01.thop;;36674;38432;42482;33773;37468;37922;41523;35101;38081;35736;37589;38878;39288;39436;37849;37636;39763;32400;41569;32810;35915;32044;37538;36362;38563;41853;38003;39391;37285;31850;;50863;50366;52007;50449;47798;51350;48751;48168;47090;46955;48110;48283;47141;51654;48857;47089;48338;46025;48291;46370;52339;46400;48652;47996;47263;46571;49316;46825;46745;45424;;64590;64630;65865;64652;64958;66197;64971;65165;65324;63697;65324;63542;66010;64870;65455;65555;65197;64015;65100;65379;64835;64901;64677;65412;64653;65009;65443;64441;64683;66136;;67760;67917;68434;67760;67417;68083;67183;67986;67905;67766;68556;68711;67231;67281;67958;67725;67725;67852;68469;68296;68434;68451;68491;68422;67988;68570;67370;68657;68356;68162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_05_02.thop;;40124;42186;43894;41974;42896;46603;47041;41147;48143;42952;48163;44901;40299;44421;46870;47902;43107;45852;42688;50272;47839;43569;45826;46126;42341;47972;45063;47315;41327;41653;;54343;57141;58708;54751;55731;56854;57956;58049;56483;58193;58799;55351;58331;59928;60560;57513;57968;57106;57632;57616;55941;54415;55894;57589;60891;59744;58463;55365;59686;57963;;83544;82675;84421;84249;85727;83243;84740;84611;84138;85310;83611;84667;84950;81499;84614;83849;83886;85228;85445;82929;84909;82173;85341;82237;82966;84542;82810;83933;81808;84381;;89191;89492;90049;89700;89428;89331;89349;89331;89812;89690;89520;89150;89906;89504;89061;89701;89546;89810;89810;90290;88575;89860;89342;89801;89187;90049;89969;89501;89739;89874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_05_03.thop;;56856;51433;52338;48549;48083;51997;49477;49932;53849;48131;47231;48600;48326;52202;52864;50193;50848;47843;47584;49146;51438;52357;53772;48339;50155;50135;51818;50562;50221;52149;;64622;66396;68210;61126;61729;66318;65413;67670;66119;63190;58807;64486;58957;60573;64475;66926;62139;60717;66217;67043;63755;63098;63290;68299;61858;64726;66487;60686;64208;66855;;103304;102521;100709;103470;101476;102078;102750;102377;101781;101386;100899;101408;103267;102667;101944;102448;102791;100721;102625;103463;101728;103372;103236;102867;101879;100589;100005;102985;101810;102166;;105358;105198;105410;105539;105511;105361;105410;105362;105703;105511;105397;105212;105537;105512;105467;105316;105427;105226;105327;105512;105469;105417;105400;105077;105357;105602;105511;105511;105620;105361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_10_01.thop;;41370;34272;40526;40304;40880;35289;35114;43538;41732;34275;40724;34478;35808;37362;35272;43157;40812;37948;40893;37564;41837;42006;41126;33784;44781;40160;40747;43060;38283;46000;;52124;53704;54975;48093;51023;53895;50753;52239;49183;44756;55488;43823;52156;51877;51910;48646;51331;50751;48018;51662;51403;47499;47728;51997;51623;48214;55642;55552;49331;48200;;81387;81146;81258;81553;81638;80509;80698;81867;81441;81286;80483;81420;83087;79558;81204;79154;80979;81600;81133;81325;82315;80993;81889;81358;80111;82022;81868;80021;80163;79566;;83920;83879;83936;83816;83352;83686;83816;83268;83113;83661;84175;82879;84745;83879;83265;83661;83879;84177;83473;83816;84277;83879;82740;83161;84175;84745;83724;83413;83686;83664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_10_02.thop;;53752;46508;46761;45220;42599;52083;49136;49505;54793;46592;45648;46752;45002;43563;53275;46006;43769;45858;48697;55297;46427;44669;48669;48227;48103;47241;53267;48427;48194;46052;;64699;60504;61415;62000;63780;60603;61488;59825;60195;63121;60472;64366;60941;58467;60272;63809;63661;61153;59969;64140;62244;57393;61364;60643;61902;62187;59342;58607;59793;63881;;108467;108979;105529;107096;107769;108209;109014;109056;106852;107754;107794;107744;106092;107436;108095;108627;108125;109079;109543;108143;108217;107450;105379;106793;108342;108924;109584;107563;105934;106750;;115444;115204;114183;115189;114367;114353;114587;114611;114315;114302;114971;114311;114801;114228;114331;114587;114353;114346;113931;114844;113891;114369;114636;115293;114275;114374;114369;115239;114468;114879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_unc_10_03.thop;;53274;55244;54782;52392;51099;57660;55355;56144;54663;52971;54933;55329;51272;60995;57710;55873;53301;57638;53184;58001;61482;55118;56084;50648;52039;54466;54806;55185;52477;53962;;68937;70213;62868;61334;62807;64406;71677;67974;67664;67313;69669;61912;67262;62087;69744;69108;61189;64100;61547;60423;62102;63783;63424;62545;63884;62897;69100;65060;64110;68409;;135649;132095;134311;132452;134840;134662;134434;135279;133941;135003;134610;134952;132114;135515;133695;132416;133799;132128;134921;131277;134247;135536;135479;134798;132569;134242;133728;133772;134978;132821;;136995;137272;137244;137097;137076;137236;137390;137255;137279;137103;137279;137279;137110;137279;137353;137190;137009;137272;137228;137244;137260;137068;137405;137235;137288;137041;136971;137210;137097;137435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_01_01.thop;;17918;18919;19172;18890;17490;19426;18143;18108;17735;18494;18100;19286;16940;18505;18241;15713;18398;18494;19064;18462;19380;17874;17876;16398;17284;18243;18655;18887;19322;19299;;19932;19844;20163;19947;19948;20075;19710;19956;19682;19821;19956;19790;19190;20142;20029;19838;20260;20252;19890;19596;20015;19861;19892;20034;20051;20051;19918;19437;19646;20051;;19436;19597;19639;19597;19592;19592;19201;19197;19597;19639;19554;19191;19844;19592;19411;19844;19844;19597;19834;19642;19474;19479;19755;19592;19411;19474;19592;19847;19592;19844;;20442;20453;20390;20258;20261;20269;20258;20442;20488;20495;20258;20453;20379;20258;20442;20453;20453;20514;20488;20442;20453;20258;20453;20453;20488;20488;20488;20442;20488;20453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_01_02.thop;;20874;21990;21168;22054;20195;22655;21549;21442;19888;19666;22542;21816;21644;21248;20795;22345;21893;19965;23425;21747;21679;20808;21093;20550;21540;21576;21286;20476;23286;21781;;24042;24622;24330;24016;24061;24247;24365;24158;24112;24125;24048;24520;24099;24018;24583;24106;24369;24008;24150;23646;24137;24004;23916;24114;23937;24115;23939;23644;23541;23934;;24626;24389;24500;24389;24646;24500;24389;24756;24389;24389;24564;24646;24535;24663;24549;24646;24756;24646;24621;24646;24543;24646;24500;24389;24506;24646;24504;24646;24502;24389;;24921;24917;24920;25002;24917;24920;24917;25089;24921;24921;24920;24920;24920;24886;25089;24920;24921;24917;24920;25089;24914;25089;24920;24940;24920;24807;24920;24921;24844;24917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_01_03.thop;;22702;22270;23070;23264;21304;22362;23295;22797;21293;21340;23146;22783;21811;22528;23000;22745;23757;20898;22353;22981;23150;23034;23875;22240;23856;22983;22991;24243;22202;22894;;24720;25010;25474;25142;25148;25365;25291;25341;25147;25089;25126;25138;25352;25582;25145;25623;25377;24971;25567;25356;25200;25311;25121;25189;25219;25544;25331;25252;25295;25341;;26002;25964;26002;26002;25964;26002;25964;26002;25964;26002;26002;25964;25999;26002;26002;26002;26002;25964;26002;26002;25999;25964;26023;26002;25964;26002;26002;25999;25911;25964;;25970;26007;25968;25964;25937;25989;25897;25989;25989;25910;25964;25970;25970;26007;26007;25989;26007;25970;25989;25964;25918;25901;25989;25901;25989;25995;25989;25964;25989;26066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_05_01.thop;;35785;34604;37690;36520;34275;39539;39660;43166;39735;39622;39830;41796;41011;39021;36187;36472;38551;37167;39635;39035;39250;36014;39725;43508;40290;39139;36013;39579;40757;40056;;52907;54931;53903;56525;50227;54178;51725;48884;53160;47953;53298;55499;55204;53548;49741;53120;52646;56757;51293;54094;52899;52655;51878;51831;52704;50718;53542;52026;55699;52176;;69195;70123;70072;68771;70370;70621;70016;70040;69186;70357;69034;70621;70278;70621;69751;68985;70493;70343;69684;69608;68985;70621;68779;70343;70357;70474;69917;70493;70165;69390;;74013;73728;73897;73778;73858;74467;73872;73465;73974;73938;74013;73960;74401;74467;73725;73974;73876;74080;73742;74467;74013;73974;74290;74073;73963;74197;74241;73742;74401;73648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_05_02.thop;;48919;50018;51847;39698;47272;51952;49402;49170;49162;45810;50510;44206;49695;50354;38531;50228;45269;49616;49549;46408;48236;45807;50136;47322;45158;52502;50887;46977;50009;49907;;62378;59667;60964;62730;64234;62081;64297;63477;61057;64751;62826;61861;63245;60647;59498;66260;64046;65522;66866;58446;62789;62550;60437;62041;62738;62821;63936;61965;60167;61247;;86749;87224;86236;86958;86787;86288;86427;86392;86439;87099;86544;86839;87056;86722;87350;87224;87056;86371;87373;86385;86381;86690;86805;87099;86853;86279;87430;86572;87117;86910;;89837;88973;89502;88968;89745;89553;89255;88786;89754;89155;89083;89389;89745;89556;89030;89326;88772;89704;89781;89706;89293;88378;89356;88997;88766;89327;89358;88569;89548;87941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_05_03.thop;;54848;55200;50845;51420;53881;59674;50987;53164;53531;54519;58573;56070;52361;53975;58036;54200;47149;47359;55003;51202;54322;57038;56857;54376;51723;58287;53840;54262;54856;52444;;74805;68783;69958;70341;67810;69221;68418;70706;69872;69068;67495;70692;71033;71915;74435;68786;71172;74282;68708;70852;73970;68020;68832;72228;68174;70701;73755;70932;70774;67802;;99361;99487;99447;98089;99586;98765;99452;98671;100900;100259;98682;99105;100247;98982;100035;99288;98982;99212;99776;98982;99951;100142;99442;99098;101029;99214;100742;100415;99429;99762;;103830;103162;103203;103085;103235;103085;103605;103334;103422;103452;103109;103428;103328;103026;103054;103269;103328;103422;103447;103422;103269;103205;103198;103561;103167;103447;103405;103397;103422;103267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_10_01.thop;;42513;44980;43779;40055;44256;44763;43825;40627;41989;38829;39805;41652;43682;46369;35124;45508;38541;41996;42191;41865;45844;41025;37439;44051;41710;41103;44556;45344;47752;44639;;56377;55551;52778;59696;52542;54931;55940;54164;55867;59637;54882;51933;52589;53844;54069;53727;57931;54115;57378;54394;51671;57419;58194;64062;56697;51582;58631;54809;59997;57395;;90028;89440;89440;86149;88691;88043;88887;88887;88401;89255;89599;89206;89806;89550;89528;88735;87940;89120;88716;88342;88009;88286;88658;89757;87902;88292;88480;88873;87735;88003;;93381;91794;90980;92953;92531;91639;90507;92148;93605;92175;92891;91568;92636;89433;91044;93296;92164;92631;91608;93372;93583;93042;93202;91381;93317;92770;93680;91603;92445;93327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_10_02.thop;;54208;53463;51786;50734;53732;58078;47267;49809;56330;50762;51361;50035;51837;52947;49717;53324;51133;49190;49542;50709;54472;45475;55413;51096;52768;52809;54910;53409;54233;49850;;68684;67558;65898;64590;63691;64413;65412;66965;68845;69248;67770;68907;65421;68971;69840;69117;64207;68336;66581;67646;69193;70316;69357;72063;67585;65914;64195;71840;69864;69984;;110560;112772;114662;115308;113578;114640;110701;113255;114489;112132;113154;111306;113134;112829;111914;114211;111477;114133;111946;112896;113770;114279;112097;114228;112688;114367;114412;112173;114006;111518;;121122;121233;121317;121788;121365;121071;121078;121401;121767;121252;121261;121591;120756;121301;120897;121246;121180;121400;121562;121243;121221;121054;121932;121515;121711;121277;120879;121233;121610;121515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_03_usw_10_03.thop;;63502;51360;54634;61268;52441;61712;56826;54724;60345;58918;59974;53169;59377;63086;59229;58271;59638;59503;59172;57535;61702;60452;66823;55842;56584;59217;56988;57303;59083;53205;;79425;83217;77742;74992;68074;76554;77822;73384;64649;69687;70019;68877;71802;78449;73042;71083;77152;75848;71624;76878;78191;77758;71607;68751;70079;72039;83954;76639;74148;76139;;143434;143263;144149;143401;143316;142961;143653;142728;143128;142903;143249;143204;142866;142866;142898;143410;143324;142885;143159;143128;143434;143263;143297;143263;143204;143544;143132;142872;143223;143266;;146439;146052;146243;146439;146374;146217;146352;146374;146374;146506;146419;146207;146399;146345;146374;146584;146247;146358;146243;146584;146401;146229;146408;146329;146374;146408;146276;146507;146467;146243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_05_bsc_01_01.thop;;58285;59442;58719;57269;58398;56799;57398;58785;58189;57763;57140;58592;58695;57594;57863;57893;57211;57900;58199;57576;57994;58176;58999;58584;58195;58392;58454;59691;58766;59889;;59771;59999;60796;61398;59493;59887;60559;60596;59398;59298;60689;59894;59091;60547;61100;61293;59896;59598;60080;60681;59631;60477;59900;60494;60581;60714;59866;59451;60383;60286;;61682;61551;61280;62203;61773;61763;61569;62097;61893;61999;61755;62064;61988;61532;61815;61773;61594;62325;61772;61987;62446;61898;61984;62030;61784;61695;62125;62017;61784;61745;;62616;62900;63178;63094;62967;63580;63067;62499;63377;62788;63181;63390;62283;63288;63350;62920;62995;62870;63034;62944;63270;63395;62797;63189;63484;62805;63196;62811;62989;63082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_05_bsc_01_02.thop;;60894;59378;60585;59594;59849;59388;60471;59900;59490;61592;60298;60898;58874;59795;60297;59472;59678;59988;60299;59994;59316;59870;61374;60684;61100;60985;58764;60196;60983;58693;;63599;62836;63597;62296;63695;64643;63795;62691;64391;63591;63181;63997;62899;62589;62998;63498;63182;63694;63497;63235;63592;62878;62780;64390;63890;63078;64497;62738;63685;64388;;64841;65077;64842;65025;64876;64989;64998;65081;64479;64565;64998;64645;65269;65195;64665;64694;65299;65467;65453;64874;64986;64977;65655;64830;64880;65582;64680;65241;65013;65309;;69785;70181;69496;69828;70200;70096;70268;70152;69889;70181;69585;69193;70184;70096;70008;70200;69400;69195;69742;70066;70055;70184;70127;70194;69660;68947;69371;69342;69676;69968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pr107_05_bsc_01_03.thop;;60489;58761;61077;60349;60277;60257;60198;60600;60798;61991;61399;61287;60999;60499;61484;60793;59676;60594;60987;60786;62208;60883;60131;61200;60599;62295;61237;61137;60474;60999;;65089;66231;65587;64900;65666;64991;64794;66155;65062;65641;65237;65199;65183;65374;64581;65853;66195;65494;64389;65998;65880;65519;66599;65991;65598;64672;66199;65191;65289;65488;;71270;72671;72882;72340;72267;71517;72724;73138;72179;72299;72674;72573;72669;72478;71998;72272;72596;72205;72424;72272;72831;72695;72734;70994;72799;72350;72598;72138;72157;72681;;73978;73757;73918;73871;74062;73845;74085;73778;74150;73938;73795;74172;74234;73943;73978;74115;74065;73978;73897;74006;73848;73855;74049;73791;73881;73798;73839;74164;73989;73954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
